,X.1,OBJECTID,Field1,X,Lat,Long,ch4,Date,day,month,year
2213,2214,2214,232510,232510,-18.84631729,-57.35970306,1777.669798,11/12/2009,12,11,2009
2220,2221,2221,236727,236727,-20.38570595,-54.21355057,1781.347384,11/14/2009,14,11,2009
2233,2234,2234,243053,243053,-20.89614868,-52.7541275,1766.466074,11/17/2009,17,11,2009
2271,2272,2272,255063,255063,-20.89468575,-52.75346756,1768.054046,11/23/2009,23,11,2009
2273,2274,2274,255065,255065,-21.73329544,-54.54029465,1761.216339,11/23/2009,23,11,2009
2280,2281,2281,261734,261734,-20.39673233,-55.77470016,1779.982548,11/26/2009,26,11,2009
2289,2290,2290,264008,264008,-20.27817154,-57.63175201,1768.869302,11/27/2009,27,11,2009
2296,2297,2297,268654,268654,-20.32362938,-55.77954865,1783.376233,11/29/2009,29,11,2009
2309,2310,2310,275722,275722,-20.37576103,-54.21172714,1786.035084,12/2/2009,2,12,2009
2322,2323,2323,287331,287331,-20.371521,-54.21068573,1778.892299,12/8/2009,8,12,2009
2323,2324,2324,287332,287332,-21.73598289,-56.11542892,1771.31567,12/8/2009,8,12,2009
2324,2325,2325,287333,287333,-21.73223114,-54.53709412,1773.696195,12/8/2009,8,12,2009
2325,2326,2326,287334,287334,-23.07335091,-54.87107086,1769.616514,12/8/2009,8,12,2009
2338,2339,2339,289537,289537,-18.91413116,-57.34986115,1786.451146,12/9/2009,9,12,2009
2340,2341,2341,289539,289539,-21.62405586,-57.91120911,1780.296301,12/9/2009,9,12,2009
2352,2353,2353,301080,301080,-20.3839035,-55.77213287,1761.321942,12/14/2009,14,12,2009
2353,2354,2354,301081,301081,-21.6618042,-56.12057114,1755.048413,12/14/2009,14,12,2009
2354,2355,2355,301082,301082,-23.07734299,-54.86911392,1760.883405,12/14/2009,14,12,2009
2370,2371,2371,302813,302813,-18.82548141,-57.35551834,1770.818229,12/15/2009,15,12,2009
2371,2372,2372,302814,302814,-20.26549339,-57.6299324,1758.414573,12/15/2009,15,12,2009
2374,2375,2375,302817,302817,-21.53531265,-57.91688919,1750.995233,12/15/2009,15,12,2009
2385,2386,2386,306790,306790,-20.38014412,-55.77037811,1775.441253,12/17/2009,17,12,2009
2386,2387,2387,306791,306791,-22.22982788,-53.06389999,1749.300415,12/17/2009,17,12,2009
2387,2388,2388,306792,306792,-21.65904999,-56.11928177,1767.180573,12/17/2009,17,12,2009
2388,2389,2389,306793,306793,-23.0761776,-54.86830521,1768.549867,12/17/2009,17,12,2009
2403,2404,2404,313664,313664,-19.01159477,-53.8869133,1769.241128,12/20/2009,20,12,2009
2404,2405,2405,313665,313665,-20.37906075,-55.77087402,1776.969797,12/20/2009,20,12,2009
2405,2406,2406,313666,313666,-20.37388611,-54.20861053,1767.443461,12/20/2009,20,12,2009
2408,2409,2409,313669,313669,-21.71477699,-54.53702545,1765.546215,12/20/2009,20,12,2009
2430,2431,2431,329646,8126,-18.94634247,-52.30749512,1774.79995,1/4/2010,4,1,2010
2431,2432,2432,329647,8127,-18.93911552,-52.30742645,1776.224786,1/4/2010,4,1,2010
2432,2433,2433,329648,8128,-18.935112,-52.30817413,1775.124475,1/4/2010,4,1,2010
2451,2452,2452,345447,23927,-20.25600433,-57.63189316,1818.327092,1/11/2010,11,1,2010
2455,2456,2456,349836,28316,-20.36834908,-54.2071228,1828.437201,1/13/2010,13,1,2010
2470,2471,2471,356862,35342,-19.01846123,-53.88496017,1791.618575,1/16/2010,16,1,2010
2471,2472,2472,356863,35343,-21.72553635,-56.11161423,1797.524368,1/16/2010,16,1,2010
2472,2473,2473,356864,35344,-21.72270393,-54.53535461,1794.113266,1/16/2010,16,1,2010
2497,2498,2498,369715,48195,-20.36642838,-54.20634079,1759.527861,1/22/2010,22,1,2010
2498,2499,2499,369716,48196,-21.72406197,-54.53672409,1761.1109,1/22/2010,22,1,2010
2501,2502,2502,369719,48199,-23.06863022,-54.86706543,1755.612336,1/22/2010,22,1,2010
2511,2512,2512,372038,50518,-20.2598362,-57.63474655,1742.416113,1/23/2010,23,1,2010
2514,2515,2515,372042,50522,-21.53286552,-57.92241669,1726.441963,1/23/2010,23,1,2010
2524,2525,2525,376049,54529,-19.38644028,-52.41307068,1773.885023,1/25/2010,25,1,2010
2540,2541,2541,382853,61333,-21.90777969,-52.99347687,1791.371237,1/28/2010,28,1,2010
2541,2542,2542,382854,61334,-21.90167046,-52.99349213,1789.389213,1/28/2010,28,1,2010
2542,2543,2543,382855,61335,-21.89723206,-52.9942894,1792.51046,1/28/2010,28,1,2010
2551,2552,2552,389370,67850,-19.03885078,-55.43588257,1780.31091,1/31/2010,31,1,2010
2552,2553,2553,389371,67851,-20.88152313,-52.75515366,1766.688749,1/31/2010,31,1,2010
2569,2570,2570,394978,73458,-19.01439095,-53.89710236,1786.392279,2/3/2010,3,2,2010
2570,2571,2571,394979,73459,-18.96175575,-55.45019531,1802.603248,2/3/2010,3,2,2010
2571,2572,2572,394980,73460,-20.40494537,-55.77985001,1798.007576,2/3/2010,3,2,2010
2572,2573,2573,394981,73461,-20.37244606,-54.21775436,1785.872231,2/3/2010,3,2,2010
2576,2577,2577,394985,73465,-22.23098373,-53.07563782,1779.857951,2/3/2010,3,2,2010
2577,2578,2578,394986,73466,-21.66087723,-56.12978363,1797.869945,2/3/2010,3,2,2010
2579,2580,2580,394988,73468,-23.075634,-54.87835312,1780.784314,2/3/2010,3,2,2010
2606,2607,2607,401641,80121,-19.05957222,-55.44284821,1790.950557,2/6/2010,6,2,2010
2617,2618,2618,403812,82292,-21.64343262,-57.92474747,1786.531832,2/7/2010,7,2,2010
2633,2634,2634,406994,85474,-21.76069832,-56.12467957,1772.728251,2/9/2010,9,2,2010
2635,2636,2636,406996,85476,-23.07399368,-54.88131332,1768.108685,2/9/2010,9,2,2010
2638,2639,2639,408369,86849,-21.64446831,-57.92584991,1774.485487,2/10/2010,10,2,2010
2715,2716,2716,441054,119534,-19.02777481,-53.9029274,1816.551477,2/27/2010,27,2,2010
2716,2717,2717,441055,119535,-20.89435959,-52.76747513,1806.620721,2/27/2010,27,2,2010
2717,2718,2718,441056,119536,-22.24391937,-53.08042908,1805.832422,2/27/2010,27,2,2010
2721,2722,2722,446938,125418,-19.53862953,-52.45744324,1835.795193,3/2/2010,2,3,2010
2723,2724,2724,446940,125420,-20.89103889,-52.76724243,1775.047208,3/2/2010,2,3,2010
2724,2725,2725,446941,125421,-21.76747894,-56.13113022,1779.702757,3/2/2010,2,3,2010
2725,2726,2726,446942,125422,-21.73959351,-54.55257416,1773.434355,3/2/2010,2,3,2010
2727,2728,2728,446944,125424,-23.08179665,-54.8870697,1756.355804,3/2/2010,2,3,2010
2750,2751,2751,452978,131458,-18.96274185,-54.93878937,1791.400342,3/5/2010,5,3,2010
2751,2752,2752,452979,131459,-18.95665932,-54.93954086,1792.419538,3/5/2010,5,3,2010
2752,2753,2753,452980,131460,-18.95166206,-54.9405632,1799.220106,3/5/2010,5,3,2010
2753,2754,2754,452981,131461,-21.91924286,-53.00605011,1775.761885,3/5/2010,5,3,2010
2754,2755,2755,452982,131462,-21.91272926,-53.00587082,1777.791457,3/5/2010,5,3,2010
2755,2756,2756,452983,131463,-21.9082756,-53.00663376,1780.68602,3/5/2010,5,3,2010
2768,2769,2769,455005,133485,-17.85119629,-57.65364838,1768.067649,3/6/2010,6,3,2010
2769,2770,2770,455006,133486,-17.8462429,-57.65395355,1751.679374,3/6/2010,6,3,2010
2770,2771,2771,455007,133487,-17.83971214,-57.65391541,1764.285362,3/6/2010,6,3,2010
2784,2785,2785,458994,137474,-17.71925735,-55.11949921,1759.93338,3/8/2010,8,3,2010
2790,2791,2791,459000,137480,-19.53699112,-52.45664215,1749.485446,3/8/2010,8,3,2010
2791,2792,2792,459001,137481,-19.02807999,-53.90337372,1748.801273,3/8/2010,8,3,2010
2792,2793,2793,459002,137482,-18.97515106,-55.45795059,1760.097203,3/8/2010,8,3,2010
2793,2794,2794,459003,137483,-20.41823959,-55.78779984,1754.994451,3/8/2010,8,3,2010
2794,2795,2795,459004,137484,-20.38909531,-54.2247467,1754.144872,3/8/2010,8,3,2010
2806,2807,2807,460538,139018,-18.94547081,-57.36608887,1792.988629,3/9/2010,9,3,2010
2809,2810,2810,460542,139022,-21.6553421,-57.92730713,1778.143019,3/9/2010,9,3,2010
2830,2831,2831,463643,142123,-19.06938744,-55.45134354,1794.96435,3/11/2010,11,3,2010
2831,2832,2832,463644,142124,-19.5370388,-52.45660782,1786.14004,3/11/2010,11,3,2010
2835,2836,2836,463648,142128,-20.8906498,-52.76675415,1769.36929,3/11/2010,11,3,2010
2836,2837,2837,463649,142129,-21.76703072,-56.13149643,1770.595517,3/11/2010,11,3,2010
2837,2838,2838,463650,142130,-22.24261665,-53.08021927,1748.856657,3/11/2010,11,3,2010
2839,2840,2840,463652,142132,-23.08050346,-54.88688278,1738.863555,3/11/2010,11,3,2010
2852,2853,2853,465611,144091,-20.19238472,-57.65331268,1793.190497,3/12/2010,12,3,2010
2853,2854,2854,465612,144092,-21.65444565,-57.92689133,1810.435401,3/12/2010,12,3,2010
2870,2871,2871,469785,148265,-20.37734222,-54.22545242,1783.258683,3/14/2010,14,3,2010
2871,2872,2872,469786,148266,-22.24240303,-53.07975769,1778.458909,3/14/2010,14,3,2010
2900,2901,2901,475687,154167,-19.06593323,-55.45171356,1775.422822,3/17/2010,17,3,2010
2901,2902,2902,475688,154168,-19.03445625,-53.90260696,1774.662721,3/17/2010,17,3,2010
2902,2903,2903,475689,154169,-19.53510666,-52.4569397,1768.309481,3/17/2010,17,3,2010
2906,2907,2907,475693,154173,-20.32108116,-55.79579544,1773.19962,3/17/2010,17,3,2010
2907,2908,2908,475694,154174,-21.73513985,-54.5524826,1762.581365,3/17/2010,17,3,2010
2908,2909,2909,475695,154175,-22.2410984,-53.08064651,1748.099951,3/17/2010,17,3,2010
2912,2913,2913,475699,154179,-23.0779953,-54.8872757,1758.047096,3/17/2010,17,3,2010
2936,2937,2937,477669,156149,-18.94143295,-57.36535263,1772.230459,3/18/2010,18,3,2010
2938,2939,2939,477673,156153,-20.19002151,-57.65337753,1785.024222,3/18/2010,18,3,2010
2939,2940,2940,477674,156154,-21.65128136,-57.92671204,1774.034751,3/18/2010,18,3,2010
2957,2958,2958,481546,160026,-19.03140259,-53.9019165,1781.434114,3/20/2010,20,3,2010
2964,2965,2965,483027,161507,-21.65065193,-57.92588806,1783.544317,3/21/2010,21,3,2010
2979,2980,2980,486033,164513,-19.06171799,-55.44927597,1807.231428,3/23/2010,23,3,2010
2980,2981,2981,486034,164514,-20.31747818,-55.79327393,1806.295058,3/23/2010,23,3,2010
3002,3003,3003,493102,171582,-21.64464951,-57.9245224,1772.987391,3/27/2010,27,3,2010
3011,3012,3012,496665,175145,-19.05660057,-55.44976807,1812.941284,3/29/2010,29,3,2010
3013,3014,3014,496667,175147,-20.31309128,-55.79406357,1801.381654,3/29/2010,29,3,2010
3014,3015,3015,496668,175148,-21.75478554,-56.12995148,1775.1644,3/29/2010,29,3,2010
3033,3034,3034,501835,180315,-23.06763649,-54.88430786,1769.275952,4/1/2010,1,4,2010
3045,3046,3046,503137,181617,-21.64256859,-57.92388916,1765.049151,4/2/2010,2,4,2010
3086,3087,3087,510696,189176,-19.94229507,-52.5497818,1746.807749,4/7/2010,7,4,2010
3087,3088,3088,510697,189177,-19.93719864,-52.55042267,1749.868327,4/7/2010,7,4,2010
3088,3089,3089,510698,189178,-19.93226814,-52.55101776,1736.925853,4/7/2010,7,4,2010
3089,3090,3090,510699,189179,-19.50339317,-55.07180786,1757.806011,4/7/2010,7,4,2010
3090,3091,3091,510700,189180,-19.49832535,-55.07287598,1731.345959,4/7/2010,7,4,2010
3091,3092,3092,510701,189181,-19.49359131,-55.07401657,1740.328656,4/7/2010,7,4,2010
3092,3093,3093,510702,189182,-22.46045685,-53.13233566,1722.38899,4/7/2010,7,4,2010
3093,3094,3094,510703,189183,-22.45552063,-53.13253021,1735.465437,4/7/2010,7,4,2010
3094,3095,3095,510704,189184,-22.45025253,-53.1330719,1733.420302,4/7/2010,7,4,2010
3144,3145,3145,515404,193884,-20.8441391,-52.75723648,1741.363749,4/10/2010,10,4,2010
3145,3146,3146,515405,193885,-20.27668953,-55.78508759,1736.08607,4/10/2010,10,4,2010
3146,3147,3147,515406,193886,-22.22513771,-53.07730865,1723.384807,4/10/2010,10,4,2010
3172,3173,3173,516890,195370,-18.92831802,-57.36341858,1749.271357,4/11/2010,11,4,2010
3178,3179,3179,516898,195378,-20.17315865,-57.65077972,1734.976988,4/11/2010,11,4,2010
3200,3201,3201,520147,198627,-19.04838753,-55.44907379,1746.084482,4/13/2010,13,4,2010
3201,3202,3202,520148,198628,-19.51728249,-52.4548378,1744.034465,4/13/2010,13,4,2010
3202,3203,3203,520149,198629,-20.35898781,-54.22422791,1743.734813,4/13/2010,13,4,2010
3203,3204,3204,520150,198630,-20.30392456,-55.79306412,1741.749004,4/13/2010,13,4,2010
3204,3205,3205,520151,198631,-21.74802589,-56.12966537,1753.172253,4/13/2010,13,4,2010
3205,3206,3206,520152,198632,-21.71710777,-54.55013657,1729.925946,4/13/2010,13,4,2010
3206,3207,3207,520153,198633,-22.22518158,-53.07904434,1745.971632,4/13/2010,13,4,2010
3221,3222,3222,520863,199343,-18.92479515,-57.36399078,1759.388235,4/14/2010,14,4,2010
3224,3225,3225,520867,199347,-20.17360687,-57.6522522,1754.973411,4/14/2010,14,4,2010
3225,3226,3226,520868,199348,-21.63453674,-57.92576218,1757.450371,4/14/2010,14,4,2010
3234,3235,3235,522884,201364,-19.04877663,-55.44903946,1759.789884,4/16/2010,16,4,2010
3236,3237,3237,522886,201366,-20.87009621,-52.76490402,1755.774077,4/16/2010,16,4,2010
3237,3238,3238,522887,201367,-20.35873985,-54.22415924,1759.43402,4/16/2010,16,4,2010
3238,3239,3239,522888,201368,-20.30355835,-55.79275131,1767.154388,4/16/2010,16,4,2010
3239,3240,3240,522889,201369,-21.74607658,-56.12900543,1775.47937,4/16/2010,16,4,2010
3240,3241,3241,522890,201370,-21.71832657,-54.55021667,1773.616608,4/16/2010,16,4,2010
3241,3242,3242,522891,201371,-22.22389984,-53.07873535,1766.557313,4/16/2010,16,4,2010
3243,3244,3244,522893,201373,-23.06046295,-54.88480377,1765.755984,4/16/2010,16,4,2010
3259,3260,3260,524281,202761,-20.17200279,-57.65178299,1796.621349,4/17/2010,17,4,2010
3260,3261,3261,524282,202762,-21.63432503,-57.92547607,1761.739422,4/17/2010,17,4,2010
3273,3274,3274,527285,205765,-19.04530144,-55.44609451,1759.316608,4/19/2010,19,4,2010
3274,3275,3275,527286,205766,-19.01341057,-53.89753723,1764.139271,4/19/2010,19,4,2010
3275,3276,3276,527287,205767,-19.51460648,-52.45261765,1758.490864,4/19/2010,19,4,2010
3278,3279,3279,527290,205770,-20.86737061,-52.76251602,1756.017691,4/19/2010,19,4,2010
3279,3280,3280,527291,205771,-20.35578346,-54.22151947,1763.221335,4/19/2010,19,4,2010
3280,3281,3281,527292,205772,-20.30074883,-55.79006577,1765.361747,4/19/2010,19,4,2010
3281,3282,3282,527293,205773,-21.74268341,-56.12611771,1763.717369,4/19/2010,19,4,2010
3282,3283,3283,527294,205774,-21.71573067,-54.54786301,1773.032097,4/19/2010,19,4,2010
3283,3284,3284,527295,205775,-22.22125816,-53.07669449,1764.541528,4/19/2010,19,4,2010
3288,3289,3289,527300,205780,-23.05773544,-54.88227844,1761.825252,4/19/2010,19,4,2010
3298,3299,3299,528660,207140,-18.92110443,-57.36166382,1803.760499,4/20/2010,20,4,2010
3308,3309,3309,531404,209884,-19.01269341,-53.89673233,1779.764838,4/22/2010,22,4,2010
3310,3311,3311,531406,209886,-20.35652351,-54.22115707,1781.086434,4/22/2010,22,4,2010
3311,3312,3312,531407,209887,-21.71644402,-54.5473938,1787.624062,4/22/2010,22,4,2010
3312,3313,3313,531408,209888,-22.22215271,-53.07613373,1792.746042,4/22/2010,22,4,2010
3313,3314,3314,531409,209889,-23.05862999,-54.88183594,1802.765604,4/22/2010,22,4,2010
3330,3331,3331,535399,213879,-19.04493713,-55.44459534,1778.318134,4/25/2010,25,4,2010
3359,3360,3360,538444,216924,-19.23185539,-55.42738724,1771.869694,4/28/2010,28,4,2010
3390,3391,3391,542582,221062,-19.0427494,-55.44435501,1795.945119,5/1/2010,1,5,2010
3391,3392,3392,542583,221063,-19.51403046,-52.45274734,1773.997152,5/1/2010,1,5,2010
3396,3397,3397,542588,221068,-20.29971123,-55.78861237,1786.373284,5/1/2010,1,5,2010
3416,3418,3418,543822,222302,-18.91937256,-57.36239243,1786.73389,5/2/2010,2,5,2010
3419,3421,3421,543827,222307,-20.16975212,-57.65095901,1805.141576,5/2/2010,2,5,2010
3444,3446,3446,547952,226432,-18.92194366,-57.36153793,1780.744648,5/5/2010,5,5,2010
3449,3451,3451,547959,226439,-20.16957474,-57.64957428,1765.16265,5/5/2010,5,5,2010
3450,3452,3452,547960,226440,-21.6315155,-57.92326355,1754.806602,5/5/2010,5,5,2010
3509,3511,3511,553967,232447,-18.94112396,-54.93395233,1751.353478,5/10/2010,10,5,2010
3510,3512,3512,553968,232448,-18.93580627,-54.93502426,1763.564446,5/10/2010,10,5,2010
3511,3513,3513,553969,232449,-18.93179893,-54.93638229,1769.949731,5/10/2010,10,5,2010
3553,3555,3555,557849,236329,-19.51584053,-52.45383072,1764.197007,5/13/2010,13,5,2010
3558,3560,3560,557854,236334,-20.86993027,-52.76412582,1750.812397,5/13/2010,13,5,2010
3559,3561,3561,557855,236335,-20.35938835,-54.22240448,1742.221119,5/13/2010,13,5,2010
3560,3562,3562,557856,236336,-20.30401802,-55.78984451,1767.058553,5/13/2010,13,5,2010
3561,3563,3563,557857,236337,-22.22296906,-53.0780983,1751.98522,5/13/2010,13,5,2010
3590,3592,3592,559034,237514,-18.92449379,-57.36560059,1772.729284,5/14/2010,14,5,2010
3617,3619,3619,561663,240143,-19.04877472,-55.44467163,1782.584859,5/16/2010,16,5,2010
3618,3620,3620,561664,240144,-19.01933479,-53.89781189,1759.908254,5/16/2010,16,5,2010
3619,3621,3621,561665,240145,-19.51873016,-52.45367813,1773.825522,5/16/2010,16,5,2010
3622,3624,3624,561668,240148,-20.36125183,-54.22179413,1774.083794,5/16/2010,16,5,2010
3625,3627,3627,565269,243749,-19.05224037,-55.44451904,1757.053003,5/19/2010,19,5,2010
3626,3628,3628,565270,243750,-19.01682472,-53.89619064,1757.563044,5/19/2010,19,5,2010
3628,3630,3630,565272,243752,-20.87414742,-52.76319885,1755.199825,5/19/2010,19,5,2010
3629,3631,3631,565273,243753,-20.36256027,-54.22109985,1749.154079,5/19/2010,19,5,2010
3630,3632,3632,565274,243754,-20.30663109,-55.78813934,1750.411923,5/19/2010,19,5,2010
3631,3633,3633,565275,243755,-21.75069237,-56.12490845,1742.978238,5/19/2010,19,5,2010
3632,3634,3634,565276,243756,-21.72322845,-54.54761505,1747.912717,5/19/2010,19,5,2010
3645,3647,3647,566236,244716,-18.92982292,-57.36480331,1733.543248,5/20/2010,20,5,2010
3650,3652,3652,566241,244721,-20.17665291,-57.65259552,1737.219673,5/20/2010,20,5,2010
3651,3653,3653,566242,244722,-21.63974762,-57.92662811,1750.359596,5/20/2010,20,5,2010
3686,3688,3688,568332,246812,-19.02101517,-53.89595413,1761.289883,5/22/2010,22,5,2010
3687,3689,3689,568333,246813,-19.52298927,-52.45254517,1755.018429,5/22/2010,22,5,2010
3691,3693,3693,568337,246817,-20.36561966,-54.22052383,1756.622313,5/22/2010,22,5,2010
3706,3708,3708,569474,247954,-19.52467728,-52.45394897,1770.816871,5/25/2010,25,5,2010
3727,3729,3729,570619,249099,-20.1823864,-57.65454865,1780.365863,5/26/2010,26,5,2010
3754,3756,3756,572905,251385,-19.05630112,-55.44596863,1766.976443,5/28/2010,28,5,2010
3755,3757,3757,572906,251386,-19.52880287,-52.45550537,1761.496127,5/28/2010,28,5,2010
3759,3761,3761,572910,251390,-20.3136673,-55.79061127,1762.182897,5/28/2010,28,5,2010
3760,3762,3762,572911,251391,-21.75473595,-56.12667084,1762.977728,5/28/2010,28,5,2010
3761,3763,3763,572912,251392,-21.73316193,-54.55080032,1761.336279,5/28/2010,28,5,2010
3764,3766,3766,572915,251395,-23.07208443,-54.8845253,1756.776924,5/28/2010,28,5,2010
3786,3788,3788,576946,255426,-21.75872803,-56.12632751,1752.515156,5/31/2010,31,5,2010
3798,3800,3800,577883,256363,-21.64809036,-57.92760468,1755.136622,6/1/2010,1,6,2010
3827,3829,3829,579931,258411,-21.72766113,-54.54845047,1767.634715,6/3/2010,3,6,2010
3828,3830,3830,579932,258412,-23.07570839,-54.88463593,1782.834331,6/3/2010,3,6,2010
3846,3848,3848,583914,262394,-19.53411674,-52.45603943,1765.726736,6/6/2010,6,6,2010
3851,3853,3853,583919,262399,-23.07812691,-54.88574982,1741.861291,6/6/2010,6,6,2010
3913,3915,3915,587747,266227,-19.53497696,-52.45667648,1779.413631,6/9/2010,9,6,2010
3916,3918,3918,587750,266230,-20.37679863,-54.22525024,1765.655179,6/9/2010,9,6,2010
3917,3919,3919,587751,266231,-20.32138824,-55.79313278,1770.533873,6/9/2010,9,6,2010
3920,3922,3922,587754,266234,-23.07899666,-54.88656235,1762.487579,6/9/2010,9,6,2010
3946,3948,3948,588929,267409,-20.19265175,-57.65590286,1788.564192,6/10/2010,10,6,2010
3969,3971,3971,591406,269886,-19.06768608,-55.44921494,1773.240199,6/12/2010,12,6,2010
3970,3972,3972,591407,269887,-19.03362656,-53.90050888,1773.891354,6/12/2010,12,6,2010
3971,3973,3973,591408,269888,-19.53505707,-52.45642471,1782.8793,6/12/2010,12,6,2010
3976,3978,3978,591413,269893,-20.88998604,-52.76701355,1781.435363,6/12/2010,12,6,2010
3977,3979,3979,591414,269894,-20.37801933,-54.22537994,1777.798797,6/12/2010,12,6,2010
3978,3980,3980,591415,269895,-20.32271576,-55.79335022,1782.691285,6/12/2010,12,6,2010
3979,3981,3981,591416,269896,-21.76591492,-56.13006973,1774.692292,6/12/2010,12,6,2010
3980,3982,3982,591417,269897,-21.73719788,-54.55161667,1761.77643,6/12/2010,12,6,2010
3981,3983,3983,591418,269898,-22.24258614,-53.08082199,1758.874727,6/12/2010,12,6,2010
4001,4003,4003,592407,270887,-20.44175148,-57.70530319,1775.731794,6/13/2010,13,6,2010
4032,4034,4034,594497,272977,-22.24998665,-53.0800705,1763.77365,6/15/2010,15,6,2010
4033,4035,4035,594498,272978,-22.49055099,-53.13648605,1767.212402,6/15/2010,15,6,2010
4037,4039,4039,594502,272982,-23.08126068,-54.88658142,1769.399782,6/15/2010,15,6,2010
4051,4053,4053,595695,274175,-18.94544029,-57.36582947,1765.119089,6/16/2010,16,6,2010
4056,4058,4058,595701,274181,-20.19460869,-57.6541748,1766.745831,6/16/2010,16,6,2010
4057,4059,4059,595702,274182,-21.65500641,-57.92776871,1769.700818,6/16/2010,16,6,2010
4082,4084,4084,598159,276639,-19.40107346,-52.42498398,1777.227229,6/18/2010,18,6,2010
4083,4085,4085,598160,276640,-19.39502144,-52.42544556,1757.399746,6/18/2010,18,6,2010
4084,4086,4086,598161,276641,-19.39088631,-52.42620468,1755.794674,6/18/2010,18,6,2010
